,iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
22,1100,607.8092521334372,586.9312689443557,610.436473505034,592.6514312464153,595.1214119868041,603.927659677725,606.1238885107166,606.8659317853867,607.2568247103995,610.0038970631757,607.2463315649157,598.4002567919432,617.0966375254748,611.387630483613,620.3834805231853,606.6332179447403,619.3386196239944,594.7006615700778,617.93695666813,611.3100610246906,597.4066742294084,602.5218479548661,601.7614496682569,584.2409404517225,617.119278722605,618.0302444200812,596.5723462312095,590.0914303040059,610.5424545400532,595.6630558546308
23,1150,609.8132627909425,591.6631131421007,609.217284567175,593.8831485643266,596.6327774822861,607.4866653145585,610.6934194692558,609.1068463343471,608.3923417744351,610.3407596534536,610.695272821796,599.2477717342276,616.4450036421698,613.1632620040342,617.2019326925055,609.9189457910014,619.7470350351314,593.8020050048588,618.1869937008266,616.6751701090167,600.9286697677311,602.1230801163154,599.625316838426,589.5013447699357,616.7824855513368,616.2495518405804,600.3123797467263,589.1241426549618,611.7063057174096,596.5700400113685
24,1200,611.5459146942961,592.17833057367,609.7701629579416,595.7605406708878,599.7430648814325,608.6115750061739,610.8406026829301,609.812281021844,608.7488464960167,612.1225857654059,611.7185012089427,600.9446640804296,618.8987144324046,613.1513424365176,618.7737178084469,611.9207096271588,618.8065292838418,600.2708848585987,616.9316784112768,617.533343208699,601.6488309025377,603.8168442557843,600.7871965523988,590.5278144296757,615.2701967636486,614.7729497192869,602.6231237913763,596.626257130464,614.1321673777508,599.9163797119259
25,1250,611.2058115759728,595.2472364144537,611.879918150519,596.7290773522841,603.5293557703538,610.8756928200105,609.9469396918265,610.6312842791237,608.6952743068036,611.6622865771513,610.6340849593244,605.5370931300035,619.5741395025509,615.2324422046594,620.6546275277873,603.9829872013087,618.7140290461878,598.6489769545734,622.3370284946882,616.5303157447964,602.6133182914341,606.6491637862428,601.502557904472,594.2485782435213,619.2916412505078,619.2956600785845,606.0501679746785,600.6215861727371,613.148650858747,601.1778516322911
26,1300,613.3777169731663,598.4010937494155,606.8347791483525,597.8029207212552,602.3112102867796,610.7082892780535,611.6586080651206,610.011253786428,610.4211376491206,613.2674483722708,614.361956032124,606.3837082100604,619.9978825463235,612.0873956294429,618.689378011718,613.9308135642788,619.6045210505504,603.7179698399079,619.8657042491292,615.9397975226435,605.7971625939366,607.7224369135974,598.2167816352405,595.6632263399499,617.9314344812633,616.3193355717252,609.4127715151706,602.5333549162235,615.3024604921901,602.7662103560319
27,1350,611.9195207874592,599.966150521539,611.3803507747547,598.8958948519271,608.0081274496919,613.4945376414917,611.9918998224803,608.4203675749415,610.6024955576148,611.6746193176986,613.3509614573161,605.4649829838879,619.1028550934531,614.4881668590895,617.0955023019341,614.3742696332895,620.407943399507,599.6531247975967,622.3158908358305,614.2203024017908,605.0038476534205,610.9350590751841,601.0481804630435,594.9139644252821,618.7645961568207,619.39650102251,614.8459820153339,606.2693803572821,615.8180321279676,606.4054901372506
28,1400,612.1532090887936,600.648898210966,611.7611360426985,600.9321081264623,606.2832892748434,617.0157639462872,611.4969021409777,611.6969747918024,609.9186950218584,614.8812207715478,614.8074402827904,606.0197817424385,618.7017335227529,617.2709861075036,619.837800864271,611.5226096673267,619.7127902192898,602.7131400990442,622.6119410679327,617.8050354482234,605.4847783155765,611.8699952565926,602.9666466460864,597.3159295536938,619.1286490570411,618.8656824693139,617.0775289931644,605.7879787117101,617.8098340966094,607.0455293488849
29,1450,612.8195363381523,603.665188319843,610.3755821082995,598.8940436369126,610.5142615122923,616.3533706317743,612.6735812866465,612.4885719522264,609.1406993979626,614.8186073743253,614.899289925667,609.7010110364488,620.7017292112173,617.6873645911375,621.1149587679581,614.3094666184103,617.4754816380341,603.362009896599,618.930375431266,614.9958185754735,609.0136058205997,614.2632044882564,604.8183575658442,597.4415705427739,617.9968532930578,617.801811278014,617.9641687462698,607.7968932888703,616.0108260781911,609.6863872131335
30,1500,614.9504572079098,606.0174811599693,611.6661932519528,598.8900508009773,610.527372062981,614.5804992655901,611.5862597531633,612.1801944801309,612.8114028513897,615.4868627371856,614.2598099671576,610.9485534216833,621.6478919680692,618.3139346576986,617.7531967503451,612.8385868202606,621.4424988099566,605.6983282566052,619.196967995148,617.4417264377652,609.6936670481125,614.5168783874592,605.0855487710461,599.1627627336325,620.6705921049612,620.2640457565863,619.7768771963855,608.4892056002288,612.4019762889105,608.4588149818562
31,1550,612.1048108288669,608.2221758893274,612.5296547144164,604.2714496956223,610.656803938488,617.1324577727476,614.6126823050082,610.564585815201,612.6465609170072,613.5600792482423,614.0767422375511,610.9091034969292,619.9655112967743,617.5984304504976,620.1713492520073,616.7875983021758,622.1604920730359,605.3490411166407,621.270396465111,617.350977633588,605.0951103328009,616.426662596628,608.2362221981494,600.0401673608966,619.8321284853632,616.4995835770893,617.7180735067955,604.0216129782143,615.4794692717444,610.6762676899004
32,1600,615.5934699705106,606.2853351547125,614.1925467141145,603.7650965757506,611.4266005097874,619.1078385216181,614.6649051116168,611.1362931297406,612.6085935397097,615.6504218361182,615.1046697808008,611.7638393574405,621.0614868146322,618.0932712241904,620.2105983700027,615.0058566774669,620.7388786319126,609.0343448890228,622.3765812533447,616.1622063400987,608.9061767506439,617.1418926561249,607.1913161655835,601.8696421612148,618.2826939471012,617.2264332021382,617.9754975785181,606.760378232012,616.4396910797136,611.7731056513126
33,1650,613.9021212205222,611.4638750273068,614.7545695594968,605.9428354614523,611.0990079791089,619.3033857613532,612.4830332301935,615.2223208494308,614.0458763476905,614.2680270942385,614.7880617164221,613.6062618083216,619.0367841164679,617.729499031324,620.5669880669758,616.4850213793798,619.8903920739907,608.3786977560801,621.6119410679327,616.333183404393,610.0337159682556,619.1733005266177,603.6647974626723,598.2672485686625,620.483446311875,616.31932799448,617.6768528434087,608.606797155714,615.6395697511311,611.5587984843328
34,1700,618.2093574627831,612.4540228987503,612.6449406293923,605.918961313717,615.0957745697915,617.0607725753881,616.414270569881,614.4548675289765,614.4250250647242,614.2529417897413,614.7366682493351,614.2723527979084,621.6140525403857,617.6600511776901,622.0231370720171,616.6164476579746,619.806350104987,610.178495021173,620.3582518667093,613.4947918751678,608.2657254306646,615.9973738779894,604.7607571523574,602.4431831402873,618.2082392359505,619.8344496501343,618.2084439136058,607.7912585676377,612.4738005628355,610.848880587777
35,1750,617.0468534761152,611.6376436896542,616.168332591348,607.3651695421308,617.4958204431331,620.6873236573107,613.4060254949095,610.1512404542109,610.8847408347547,616.4474029178468,615.0668508665661,615.4080587399591,618.9637535228977,614.657407687607,619.6841840690704,615.1790749515826,619.1685993127246,611.3750122339031,622.505329594863,617.5257911073994,605.3879617377771,620.8130243537836,609.5699374756906,596.5746512461287,621.9953965616346,619.532528947356,616.2220622854945,608.0741632568987,616.3666778348418,609.7170915979419
36,1800,619.4376260259546,610.2350335021579,611.4715510336916,605.4290960468741,619.4845218611667,619.7152265202902,614.2405367704864,617.1932418432328,614.4760382790257,616.1044280709889,611.9190832051468,615.924513099893,622.7797107005497,618.8471418292276,621.4683859624321,618.2124904905264,622.3750284363805,614.6391154935312,619.9279568393144,614.5721417628799,607.428657528109,622.0103171165549,608.7916558480279,604.6302341296185,620.9190599993524,620.5429315152812,620.3491199236789,610.2934159818417,615.2282001673691,613.5383684704728
37,1850,620.0233932381528,614.709064012806,609.6213895456738,606.6561127606262,617.9430868480871,619.9579154873865,615.5077622026893,615.8001515476054,614.8707259299139,614.0415507771921,617.0233643463567,615.4205250849719,622.5379147318691,617.9606274380208,621.7674395865846,618.3795674144749,622.8150646141595,612.8588372266657,621.5421358884003,617.6299684911875,612.1059745943112,621.3613722298605,609.2911201502907,602.2940091661884,622.049576121524,620.1779056120323,620.1812170948282,607.6924825761608,615.5816192595018,614.1750435534914
38,1900,616.6132511822606,614.3944422221184,615.2383305362825,606.9109311150328,620.1738408610128,615.0395550089152,611.891343190937,616.0860146650208,614.1548732843258,616.4536039392835,616.8366550048962,614.6584811659732,619.6081905968441,617.972293499658,620.6051856035848,615.4467515901458,619.676437711105,614.9669913991356,622.5306209244037,615.4794386134191,612.4891738141436,619.9479277965694,609.291823879147,608.2661104858054,622.1602326482988,615.7057900273584,620.4421331347081,608.1935017834444,610.2711860695373,612.1991658670541
39,1950,619.41824108501,614.471809050152,615.9722035164998,609.2659906792294,620.7021863624043,619.6142426163002,617.6311984921077,616.6626124771196,611.9687243120969,616.6035135138654,617.1228418509586,614.5644155792581,621.5862543724801,618.330840136283,622.3549187811785,617.5544122980592,622.1328708026052,613.6632926448481,616.794314019704,618.7686945030457,610.7908600429563,622.4707657052809,613.9925092527548,606.596430185445,619.1921620339155,619.6830116140428,619.5145273182077,609.9467772912639,617.2796508811606,610.8824096381313
