,iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
22,220,528.2398784162285,470.27582335226964,542.2017228354416,536.1982615814828,568.33555194654,530.8430194858265,562.0918076924283,559.9935392618909,491.9577609796873,492.16855547792,541.8201584072877,564.3071093104738,565.4191733216667,509.02087068164684,498.0498695308587,488.1964808322191,531.346901949464,531.1601194995827,554.9907550818097,514.1109560587792,543.5015258548791,540.6937192176875,543.563169258133,557.9881837494194,593.3346592798841,572.2488356312632,540.3282301500886,564.494258094296,555.4552351547926,519.0060855549316
23,230,528.2398784162285,531.3669050007196,564.6594933499874,536.1982615814828,579.5753810483402,530.8430194858265,562.0918076924283,511.15094037410665,576.1320424589902,520.997316688525,541.8201584072877,564.3071093104738,560.0259683884117,562.8139615823129,498.0498695308587,488.1964808322191,531.346901949464,531.1601194995827,499.9704806157044,514.1109560587792,543.5015258548791,540.6937192176875,543.563169258133,544.7729389581367,593.3346592798841,572.2488356312632,512.1530091726689,473.12943106884376,531.2862552023315,533.5442805252493
24,240,528.2398784162285,453.6152182679472,542.83712755243,536.1982615814828,579.5753810483402,530.8430194858265,498.5661004928682,559.9935392618909,576.1320424589902,520.997316688525,521.0956554864649,564.3071093104738,565.4191733216667,532.1493355432101,498.0498695308587,488.1964808322191,511.2697318128693,531.1601194995827,563.8257365720519,514.1109560587792,426.58414493932304,540.6937192176875,543.563169258133,492.17009968789336,593.3346592798841,545.9169277693727,563.0491500864782,553.957355545743,555.4552351547926,533.5442805252493
25,250,528.2398784162285,412.60015640805096,534.4534516397335,536.1982615814828,579.5753810483402,530.8430194858265,562.0918076924283,559.9935392618909,576.1320424589902,520.997316688525,543.114933871658,564.3071093104738,565.4191733216667,562.8139615823129,498.0498695308587,488.1964808322191,531.346901949464,531.1601194995827,563.8257365720519,417.2829813666109,398.0296265657514,540.6937192176875,543.563169258133,557.9881837494194,593.3346592798841,572.2488356312632,573.2450254063206,579.6441369686091,555.4552351547926,533.5442805252493
26,260,504.87729621031224,439.2771560081157,564.6594933499874,536.1982615814828,579.5753810483402,530.8430194858265,480.40839103518863,537.10349203254,576.1320424589902,520.997316688525,554.7679130509905,564.3071093104738,566.9425822866144,562.8139615823129,498.0498695308587,488.1964808322191,531.346901949464,531.1601194995827,563.8257365720519,473.18675285652944,543.5015258548791,501.775311455461,543.563169258133,557.9881837494194,593.3346592798841,572.2488356312632,573.2450254063206,555.9441100613944,555.4552351547926,533.5442805252493
27,270,528.2398784162285,490.8461816669238,564.6594933499874,528.0454494257666,548.4751772421877,530.8430194858265,562.0918076924283,559.9935392618909,576.1320424589902,496.94351491456365,554.7679130509905,481.8791485089155,559.3852382283894,562.8139615823129,500.7232805159595,488.1964808322191,531.346901949464,531.1601194995827,563.8257365720519,514.1109560587792,543.5015258548791,540.6937192176875,543.563169258133,557.9881837494194,593.3346592798841,556.4726505942316,573.2450254063206,579.6441369686091,470.4796898574302,533.5442805252493
28,280,528.2398784162285,531.3669050007196,564.6594933499874,520.3135783357881,579.5753810483402,530.8430194858265,562.0918076924283,545.4277717377448,576.1320424589902,520.997316688525,554.7679130509905,564.3071093104738,580.3334198605331,562.8139615823129,509.38619181757656,476.17289630879395,531.346901949464,531.1601194995827,563.8257365720519,502.0474840348621,543.5015258548791,540.6937192176875,543.563169258133,526.81215449764,556.5584717912793,541.0499248219669,573.2450254063206,579.6441369686091,529.2203038559454,533.5442805252493
29,290,528.2398784162285,507.53669501292427,564.6594933499874,522.9478872311549,579.5753810483402,530.8430194858265,562.0918076924283,559.9935392618909,514.7779847241825,503.51080600115995,494.1603117874394,564.3071093104738,580.3334198605331,562.8139615823129,525.0038438113216,488.1964808322191,531.346901949464,534.8139403750963,555.831497371338,487.3007684760904,543.5015258548791,540.6937192176875,543.563169258133,557.9881837494194,593.3346592798841,572.2488356312632,573.2450254063206,579.6441369686091,555.4552351547926,533.5442805252493
30,300,505.4370411592284,531.3669050007196,559.1441513243043,536.1982615814828,558.2990459291719,530.8430194858265,523.0635885338891,559.9935392618909,576.1320424589902,520.997316688525,530.9359904130022,564.3071093104738,564.8327211853102,562.8139615823129,506.16776223508833,404.4389674239309,528.4450021688093,540.2946716883663,563.8257365720519,527.1543400567531,518.437113169656,540.6937192176875,529.4671250514536,557.9881837494194,593.3346592798841,572.2488356312632,573.2450254063206,544.8083024703482,555.4552351547926,533.5442805252493
31,310,528.2398784162285,531.3669050007196,564.6594933499874,484.53882307578516,579.5753810483402,491.1995869052121,508.48791129292374,559.9935392618909,576.1320424589902,516.4051330250325,456.7773975792502,564.3071093104738,580.3334198605331,562.8139615823129,525.0038438113216,488.1964808322191,531.346901949464,490.64107688323156,455.3865981405972,527.1543400567531,469.744742189326,525.322573839858,527.8260032129166,557.9881837494194,487.59233075646864,545.6614989318342,573.2450254063206,579.6441369686091,555.4552351547926,533.5442805252493
32,320,528.2398784162285,446.18222566726735,551.1656132546644,536.1982615814828,579.5753810483402,530.8430194858265,562.0918076924283,525.6382053991397,576.1320424589902,520.997316688525,554.7679130509905,564.3071093104738,580.3334198605331,562.8139615823129,525.0038438113216,488.1964808322191,531.346901949464,540.2946716883663,548.7828073893422,527.1543400567531,543.5015258548791,540.6937192176875,543.563169258133,557.9881837494194,593.3346592798841,572.2488356312632,573.2450254063206,543.8616175154796,555.4552351547926,533.5442805252493
33,330,509.80070601383693,531.3669050007196,564.6594933499874,546.3770740535334,579.5753810483402,530.3239632122124,539.4075549573417,559.9935392618909,576.1320424589902,523.4659769724128,519.9003135879149,513.1308878923669,580.3334198605331,562.8139615823129,525.0038438113216,488.1964808322191,531.346901949464,540.2946716883663,553.6835598465025,527.1543400567531,492.47418482704006,540.6937192176875,543.563169258133,557.9881837494194,535.7411890919944,511.176426112581,573.2450254063206,579.6441369686091,533.4277211440105,533.5442805252493
34,340,392.147950870567,531.3669050007196,564.6594933499874,591.6383103014686,579.5753810483402,544.0425564839113,516.7233022222551,559.9935392618909,576.1320424589902,351.39825575693766,554.7679130509905,564.3071093104738,580.3334198605331,523.7717393295045,516.434173488344,488.1964808322191,497.03252322986907,540.2946716883663,503.88855871980496,527.1543400567531,513.1505575408271,522.5874155257668,529.1341148671156,557.9881837494194,593.3346592798841,572.2488356312632,573.2450254063206,548.5032795478368,555.4552351547926,533.5442805252493
35,350,528.2398784162285,514.9814774667342,564.6594933499874,563.6441460425557,579.5753810483402,544.0425564839113,562.0918076924283,476.9926762094884,576.1320424589902,525.1117504950046,532.8292026772876,543.6108194252923,580.3334198605331,562.8139615823129,525.0038438113216,488.1964808322191,531.346901949464,540.2946716883663,563.8257365720519,491.9503737063371,543.5015258548791,540.6937192176875,543.563169258133,557.9881837494194,593.3346592798841,428.53582960247167,573.2450254063206,579.6441369686091,555.4552351547926,513.4517947227578
36,360,528.2398784162285,531.3669050007196,564.6594933499874,591.6383103014686,579.5753810483402,524.9119057259493,562.0918076924283,559.9935392618909,576.1320424589902,488.75429789449424,554.7679130509905,564.3071093104738,534.4353744641433,562.8139615823129,525.0038438113216,488.1964808322191,531.346901949464,540.2946716883663,563.8257365720519,527.1543400567531,543.5015258548791,540.6937192176875,543.563169258133,539.8299001054736,593.3346592798841,572.2488356312632,461.15573396957944,579.6441369686091,555.4552351547926,510.50020221148935
37,370,528.2398784162285,531.3669050007196,564.6594933499874,591.6383103014686,579.5753810483402,544.0425564839113,562.0918076924283,559.9935392618909,349.209010859307,475.77263111759885,554.7679130509905,502.1899780996091,580.3334198605331,562.8139615823129,525.0038438113216,476.62430471266924,531.346901949464,540.2946716883663,563.8257365720519,494.5805177702099,543.5015258548791,514.5529614399381,514.8397008683145,538.9681241743572,593.3346592798841,572.2488356312632,573.2450254063206,553.473491108294,555.4552351547926,513.8748632614067
38,380,528.2398784162285,531.3669050007196,564.6594933499874,553.1474336474143,579.5753810483402,544.0425564839113,540.839499830527,539.5631972932783,558.5004517681048,525.1117504950046,519.2719279421076,564.3071093104738,580.3334198605331,562.8139615823129,525.0038438113216,470.6858481212786,531.346901949464,529.2219329578688,490.0199066357636,460.35300258264505,543.5015258548791,540.6937192176875,543.563169258133,557.9881837494194,593.3346592798841,499.20095061037966,542.3632357066608,579.6441369686091,555.4552351547926,533.5442805252493
39,390,528.2398784162285,496.4073643269894,524.0769473698552,567.0590951918978,579.5753810483402,544.0425564839113,562.0918076924283,559.9935392618909,576.1320424589902,525.1117504950046,517.2221256522256,564.3071093104738,562.2715948528096,562.8139615823129,525.0038438113216,516.7215626889905,531.346901949464,540.2946716883663,563.8257365720519,527.1543400567531,543.5015258548791,540.6937192176875,543.563169258133,557.9881837494194,593.3346592798841,572.2488356312632,573.2450254063206,527.7789199235518,555.4552351547926,533.5442805252493
